customer_id,customer_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn
JA-15970,Joseph Airdo,93,8,6491.026,3,4,5,12,Loyal Customers,1
JB-15400,Jennifer Braxton,8,10,1791.605,5,5,3,13,Champions,0
JB-15925,Joni Blumstein,738,3,900.552,1,1,1,3,Lost Customers,1
JB-16000,Joy Bell-,44,7,644.1188,4,4,1,9,Potential Loyalists,0
JB-16045,Julia Barnett,8,5,2518.115,5,2,3,10,Loyal Customers,0
JC-15340,Jasper Cacioppo,115,4,71.263,2,1,1,4,At Risk,1
JC-15385,Jenna Caffey,176,1,1058.108,2,1,2,5,At Risk,1
JC-15775,John Castell,159,9,2772.055,2,5,4,11,Loyal Customers,1
JC-16105,Julie Creighton,58,5,858.576,3,2,1,6,At Risk,0
JD-15790,John Dryer,118,5,2152.352,2,2,3,7,Potential Loyalists,1
JD-15895,Jonathan Doherty,395,11,7610.8640000000005,1,5,5,11,Loyal Customers,1
JD-16015,Joy Daniels,113,6,385.43,2,3,1,6,At Risk,1
JD-16060,Julia Dunbar,301,3,695.442,1,1,1,3,Lost Customers,1
JD-16150,Justin Deggeller,42,8,8828.0305,4,4,5,13,Champions,0
JE-15475,Jeremy Ellison,194,6,1388.682,2,3,2,7,Potential Loyalists,1
JE-15610,Jim Epp,49,7,7754.976,4,4,5,13,Champions,0
JE-15715,Joe Elijah,47,10,8697.842999999999,4,5,5,14,Champions,0
JE-15745,Joel Eaton,52,13,6760.8150000000005,4,5,5,14,Champions,0
JE-16165,Justin Ellison,21,3,2697.248,5,1,3,9,Potential Loyalists,0
JF-15190,Jamie Frazer,66,7,2279.5860000000002,3,4,3,10,Loyal Customers,0
JF-15295,Jason Fortune-,226,5,955.124,1,2,1,4,At Risk,1
JF-15355,Jay Fein,106,6,1911.844,2,3,3,8,Potential Loyalists,1
JF-15415,Jennifer Ferguson,3,6,2371.448,5,3,3,11,Loyal Customers,0
JF-15490,Jeremy Farry,122,11,1082.918,2,5,2,9,Potential Loyalists,1
JF-15565,Jill Fjeld,55,8,4198.332,3,4,4,11,Loyal Customers,0
JG-15115,Jack Garza,759,3,2358.676,1,1,3,5,At Risk,1
JG-15160,James Galang,2,11,6366.392,5,5,5,15,Champions,0
JG-15310,Jason Gross,3,6,2240.58,5,3,3,11,Loyal Customers,0
JG-15805,John Grady,224,6,1507.018,2,3,2,7,Potential Loyalists,1
JH-15430,Jennifer Halladay,6,4,309.281,5,1,1,7,Potential Loyalists,0
JH-15820,John Huston,175,6,528.91,2,3,1,6,At Risk,1
JH-15910,Jonathan Howell,42,7,959.477,4,4,1,9,Potential Loyalists,0
JH-15985,Joseph Holt,30,6,7954.9980000000005,4,3,5,12,Loyal Customers,0
JH-16180,Justin Hirsh,405,4,2256.3940000000002,1,1,3,5,At Risk,1
JJ-15445,Jennifer Jackson,484,5,709.178,1,2,1,4,At Risk,1
JJ-15760,Joel Jenkins,754,2,195.0,1,1,1,3,Lost Customers,1
JK-15205,Jamie Kunitz,62,5,4427.142,3,2,5,10,Loyal Customers,0
JK-15325,Jason Klamczynski,288,3,383.812,1,1,1,3,Lost Customers,1
JK-15370,Jay Kimmel,45,8,2709.632,4,4,3,11,Loyal Customers,0
JK-15625,Jim Karlsson,62,7,3760.028,3,4,4,11,Loyal Customers,0
JK-15640,Jim Kriz,181,9,4760.434,2,5,5,12,Loyal Customers,1
JK-15730,Joe Kamberova,85,10,4867.2,3,5,5,13,Champions,0
JK-16090,Juliana Krohn,29,3,3747.668,4,1,4,9,Potential Loyalists,0
JK-16120,Julie Kriz,118,10,2932.484,2,5,4,11,Loyal Customers,1
JL-15130,Jack Lebron,9,6,1214.956,5,3,2,10,Loyal Customers,0
JL-15175,James Lanier,7,5,1571.523,5,2,2,9,Potential Loyalists,0
JL-15235,Janet Lee,120,5,2203.7,2,2,3,7,Potential Loyalists,1
JL-15505,Jeremy Lonsdale,50,6,3173.874,4,3,4,11,Loyal Customers,0
JL-15835,John Lee,22,11,9799.923,5,5,5,15,Champions,0
JL-15850,John Lucas,615,6,2725.256,1,3,3,7,Potential Loyalists,1
JM-15250,Janet Martin,38,6,3159.1220000000003,4,3,4,11,Loyal Customers,0
JM-15265,Janet Molinari,38,5,1804.146,4,2,3,9,Potential Loyalists,0
JM-15535,Jessica Myrick,103,7,1733.443,3,4,2,9,Potential Loyalists,1
JM-15580,Jill Matthias,1,5,303.948,5,2,1,8,Potential Loyalists,0
JM-15655,Jim Mitchum,9,5,864.947,5,2,1,8,Potential Loyalists,0
JM-15865,John Murray,110,7,7625.076000000001,2,4,5,11,Loyal Customers,1
JM-16195,Justin MacKendrick,58,10,2833.9260000000004,3,5,4,12,Loyal Customers,0
JO-15145,Jack O'Briant,58,9,3254.949,3,5,4,12,Loyal Customers,0
JO-15280,Jas O'Carroll,93,6,1934.272,3,3,3,9,Potential Loyalists,1
JO-15550,Jesus Ocampo,216,5,1090.838,2,2,2,6,At Risk,1
JP-15460,Jennifer Patt,38,7,1669.135,4,4,2,10,Loyal Customers,0
JP-15520,Jeremy Pistek,9,7,3635.594,5,4,4,13,Champions,0
JP-16135,Julie Prescott,103,9,1707.71,3,5,2,10,Loyal Customers,1
JR-15670,Jim Radford,594,2,1156.658,1,1,2,4,At Risk,1
JR-15700,Jocasta Rupert,69,1,863.88,3,1,1,5,At Risk,0
JR-16210,Justin Ritter,34,5,2201.686,4,2,3,9,Potential Loyalists,0
JS-15595,Jill Stevenson,120,4,1417.654,2,1,2,5,At Risk,1
JS-15685,Jim Sink,43,4,1131.0639999999999,4,1,2,7,Potential Loyalists,0
JS-15880,John Stevenson,535,5,3868.02,1,2,4,7,Potential Loyalists,1
JS-15940,Joni Sundaresam,464,5,469.169,1,2,1,4,At Risk,1
JS-16030,Joy Smith,29,6,2516.494,4,3,3,10,Loyal Customers,0
JW-15220,Jane Waco,43,6,7721.714,4,3,5,12,Loyal Customers,0
JW-15955,Joni Wasserman,6,7,1244.086,5,4,2,11,Loyal Customers,0
JW-16075,Julia West,462,4,1428.731,1,1,2,4,At Risk,1
KA-16525,Kelly Andreada,37,7,1519.506,4,4,2,10,Loyal Customers,0
KB-16240,Karen Bern,5,7,3152.6150000000002,5,4,4,13,Champions,0
KB-16315,Karl Braun,297,9,1569.464,1,5,2,8,Potential Loyalists,1
KB-16405,Katrina Bavinger,118,3,908.821,2,1,1,4,At Risk,1
KB-16585,Ken Black,231,12,2744.742,1,5,3,9,Potential Loyalists,1
KB-16600,Ken Brennan,2,7,983.922,5,4,2,11,Loyal Customers,0
KC-16255,Karen Carlisle,408,6,2120.954,1,3,3,7,Potential Loyalists,1
KC-16540,Kelly Collister,98,4,3908.262,3,1,4,8,Potential Loyalists,1
KC-16675,Kimberly Carter,58,4,1146.05,3,1,2,6,At Risk,0
KD-16270,Karen Daniels,485,5,8282.358,1,2,5,8,Potential Loyalists,1
KD-16345,Katherine Ducich,42,6,1888.964,4,3,3,10,Loyal Customers,0
KD-16495,Keith Dawkins,113,12,8181.256,2,5,5,12,Loyal Customers,1
KD-16615,Ken Dana,290,5,2243.5099999999998,1,2,3,6,At Risk,1
KE-16420,Katrina Edelman,27,8,1686.7312,5,4,2,11,Loyal Customers,0
KF-16285,Karen Ferguson,98,7,10604.266,3,4,5,12,Loyal Customers,1
KH-16330,Katharine Harms,41,8,3312.864,4,4,4,12,Loyal Customers,0
KH-16360,Katherine Hughes,2,6,3100.612,5,3,4,12,Loyal Customers,0
KH-16510,Keith Herrera,23,7,5952.859,5,4,5,14,Champions,0
KH-16630,Ken Heidel,59,9,3918.9660000000003,3,5,4,12,Loyal Customers,0
KH-16690,Kristen Hastings,3,7,5990.799,5,4,5,14,Champions,0
KL-16555,Kelly Lampkin,17,8,5016.488,5,4,5,14,Champions,0
KL-16645,Ken Lonsdale,48,12,14175.229000000001,4,5,5,14,Champions,0
KM-16225,Kalyca Meade,15,6,2260.958,5,3,3,11,Loyal Customers,0
KM-16375,Katherine Murray,57,8,5620.186,3,4,5,12,Loyal Customers,0
KM-16660,Khloe Miller,16,5,453.538,5,2,1,8,Potential Loyalists,0
KM-16720,Kunst Miller,29,8,4909.472,4,4,5,13,Champions,0
KN-16390,Katherine Nockton,20,9,2617.272,5,5,3,13,Champions,0
KN-16450,Kean Nguyen,53,5,2171.962,4,2,3,9,Potential Loyalists,0
KN-16705,Kristina Nunn,99,8,2280.58,3,4,3,10,Loyal Customers,1
KS-16300,Karen Seio,296,3,88.472,1,1,1,3,Lost Customers,1
KT-16465,Kean Takahito,392,7,3057.1,1,4,4,9,Potential Loyalists,1
KT-16480,Kean Thornton,101,10,4642.088400000001,3,5,5,13,Champions,1
KW-16435,Katrina Willman,97,5,4416.5199999999995,3,2,5,10,Loyal Customers,1
KW-16570,Kelly Williams,772,4,449.096,1,1,1,3,Lost Customers,1
LA-16780,Laura Armstrong,155,11,8673.222,2,5,5,12,Loyal Customers,1
LB-16735,Larry Blacks,49,3,50.188,4,1,1,6,At Risk,0
LB-16795,Laurel Beltran,153,8,4985.676,2,4,5,11,Loyal Customers,1
LC-16870,Lena Cacioppo,28,8,2580.7039999999997,4,4,3,11,Loyal Customers,0
LC-16885,Lena Creighton,17,12,7663.126,5,5,5,15,Champions,0
LC-16930,Linda Cazamias,42,8,4492.946,4,4,5,13,Champions,0
LC-16960,Lindsay Castell,437,4,3246.626,1,1,4,6,At Risk,1
LC-17050,Liz Carlisle,55,5,2095.064,3,2,3,8,Potential Loyalists,0
LC-17140,Logan Currie,14,9,2633.582,5,5,3,13,Champions,0
LD-16855,Lela Donovan,553,1,5.304,1,1,1,3,Lost Customers,1
LD-17005,Lisa DeCherney,415,4,1961.934,1,1,3,5,At Risk,1
LE-16810,Laurel Elliston,22,6,1469.45,5,3,2,10,Loyal Customers,0
LF-17185,Luke Foster,23,7,3930.5089999999996,5,4,4,13,Champions,0
LH-16750,Larry Hughes,152,3,287.426,2,1,1,4,At Risk,1
LH-16900,Lena Hernandez,22,9,2295.332,5,5,3,13,Champions,0
LH-17020,Lisa Hazard,240,4,318.239,1,1,1,3,Lost Customers,1
LH-17155,Logan Haushalter,386,9,1739.689,1,5,3,9,Potential Loyalists,1
LL-16840,Lauren Leatherbury,250,6,2741.2039999999997,1,3,3,7,Potential Loyalists,1
LM-17065,Liz MacKendrick,392,5,1346.774,1,2,2,5,At Risk,1
LO-17170,Lori Olson,3,5,644.35,5,2,1,8,Potential Loyalists,0
LP-17080,Liz Pelletier,41,4,756.606,4,1,1,6,At Risk,0
LP-17095,Liz Preis,10,7,3653.399,5,4,4,13,Champions,0
LR-16915,Lena Radford,27,6,5142.892,5,3,5,13,Champions,0
LR-17035,Lisa Ryan,133,5,1879.306,2,2,3,7,Potential Loyalists,1
LS-16945,Linda Southworth,179,6,2845.27,2,3,4,9,Potential Loyalists,1
LS-16975,Lindsay Shagiari,21,9,2988.674,5,5,4,14,Champions,0
LS-17200,Luke Schmidt,97,6,1010.2560000000001,3,3,2,8,Potential Loyalists,1
LS-17230,Lycoris Saunders,778,3,368.88000000000005,1,1,1,3,Lost Customers,1
LS-17245,Lynn Smith,35,6,1008.1360000000001,4,3,2,9,Potential Loyalists,0
LT-16765,Larry Tron,27,3,329.876,5,1,1,7,Potential Loyalists,0
LT-17110,Liz Thompson,35,8,2936.252,4,4,4,12,Loyal Customers,0
LW-16825,Laurel Workman,89,5,2238.061,3,2,3,8,Potential Loyalists,0
LW-16990,Lindsay Williams,34,6,3230.308,4,3,4,11,Loyal Customers,0
LW-17125,Liz Willingham,206,3,1259.04,2,1,2,5,At Risk,1
LW-17215,Luke Weiss,22,7,5420.514,5,4,5,14,Champions,0
MA-17560,Matt Abelman,65,11,4299.161,3,5,5,13,Champions,0
MA-17995,Michelle Arnett,187,6,2453.284,2,3,3,8,Potential Loyalists,1
MB-17305,Maria Bertelson,49,10,1548.702,4,5,2,11,Loyal Customers,0
MB-18085,Mick Brown,45,7,1428.231,4,4,2,10,Loyal Customers,0
MC-17275,Marc Crier,77,8,2725.982,3,4,3,10,Loyal Customers,0
MC-17425,Mark Cousins,400,5,4432.138,1,2,5,8,Potential Loyalists,1
MC-17575,Matt Collins,28,8,1303.893,4,4,2,10,Loyal Customers,0
MC-17590,Matt Collister,52,6,2426.067,4,3,3,10,Loyal Customers,0
MC-17605,Matt Connell,113,8,2258.192,2,4,3,9,Potential Loyalists,1
MC-17635,Matthew Clasen,190,4,795.154,2,1,1,4,At Risk,1
MC-17845,Michael Chen,2,7,3805.714,5,4,4,13,Champions,0
MC-18100,Mick Crebagga,42,10,2218.98,4,5,3,12,Loyal Customers,0
MC-18130,Mike Caudle,370,5,1581.9979999999998,1,2,2,5,At Risk,1
MD-17350,Maribeth Dona,118,7,3766.382,2,4,4,10,Loyal Customers,1
MD-17860,Michael Dominguez,37,5,1204.91,4,2,2,8,Potential Loyalists,0
ME-17320,Maria Etezadi,43,10,10663.728000000001,4,5,5,14,Champions,0
ME-17725,Max Engle,29,8,1908.4532,4,4,3,11,Loyal Customers,0
ME-18010,Michelle Ellison,93,4,1256.944,3,2,2,7,Potential Loyalists,1
MF-17665,Maureen Fritzler,422,5,937.039,1,2,1,4,At Risk,1
MF-18250,Monica Federle,8,5,1758.3,5,2,3,10,Loyal Customers,0
MG-17650,Matthew Grinstein,30,7,3785.276,4,4,4,12,Loyal Customers,0
MG-17680,Maureen Gastineau,93,4,2350.188,3,2,3,8,Potential Loyalists,1
MG-17695,Maureen Gnade,556,3,1342.282,1,1,2,4,At Risk,1
MG-17875,Michael Grace,117,5,1242.8329999999999,2,2,2,6,At Risk,1
MG-17890,Michael Granlund,100,9,776.384,3,5,1,9,Potential Loyalists,1
MG-18145,Mike Gockenbach,85,4,3061.543,3,2,4,9,Potential Loyalists,0
MG-18205,Mitch Gastineau,265,1,16.739,1,1,1,3,Lost Customers,1
MH-17290,Marc Harrigan,120,6,2394.025,2,3,3,8,Potential Loyalists,1
MH-17440,Mark Haberlin,377,4,400.016,1,2,1,4,At Risk,1
MH-17455,Mark Hamilton,86,8,2456.1820000000002,3,4,3,10,Loyal Customers,0
MH-17620,Matt Hagelstein,156,4,1252.8,2,2,2,6,At Risk,1
MH-17785,Maya Herman,99,7,2203.7780000000002,3,4,3,10,Loyal Customers,1
MH-18025,Michelle Huthwaite,50,5,2984.948,4,2,4,10,Loyal Customers,0
MH-18115,Mick Hernandez,6,9,5503.093,5,5,5,15,Champions,0
MJ-17740,Max Jones,23,7,6320.746,5,4,5,14,Champions,0
MK-17905,Michael Kennedy,29,8,2302.368,4,4,3,11,Loyal Customers,0
MK-18160,Mike Kennedy,241,4,1031.602,1,2,2,5,At Risk,1
ML-17395,Marina Lichtenstein,70,9,2722.843,3,5,3,11,Loyal Customers,0
ML-17410,Maris LaWare,55,6,2921.5,3,3,4,10,Loyal Customers,0
ML-17755,Max Ludwig,30,7,2071.9139999999998,4,4,3,11,Loyal Customers,0
ML-18040,Michelle Lonsdale,80,3,742.082,3,1,1,5,At Risk,0
ML-18265,Muhammed Lee,101,2,162.232,3,1,1,5,At Risk,1
MM-17260,Magdelene Morse,169,4,1314.023,2,2,2,6,At Risk,1
MM-17920,Michael Moore,8,11,3794.0800000000004,5,5,4,14,Champions,0
MM-18055,Michelle Moray,62,8,2749.881,3,4,3,10,Loyal Customers,0
MM-18280,Muhammed MacIntyre,86,9,775.414,3,5,1,9,Potential Loyalists,0
MN-17935,Michael Nguyen,35,6,2477.946,4,3,3,10,Loyal Customers,0
MO-17500,Mary O'Rourke,73,4,922.487,3,2,1,6,At Risk,0
MO-17800,Meg O'Connel,105,8,1687.0269999999998,2,4,2,8,Potential Loyalists,1
MO-17950,Michael Oakman,181,2,154.288,2,1,1,4,At Risk,1
MP-17470,Mark Packer,720,7,3206.132,1,4,4,9,Potential Loyalists,1
MP-17965,Michael Paige,73,9,3983.6420000000003,3,5,4,12,Loyal Customers,0
MP-18175,Mike Pelletier,17,9,5087.92,5,5,5,15,Champions,0
MR-17545,Mathew Reese,126,4,639.178,2,2,1,5,At Risk,1
MS-17365,Maribeth Schnelling,274,10,7443.6900000000005,1,5,5,11,Loyal Customers,1
MS-17530,MaryBeth Skach,435,4,475.65599999999995,1,2,1,4,At Risk,1
MS-17710,Maurice Satty,414,6,1613.402,1,3,2,6,At Risk,1
MS-17770,Maxwell Schwartz,122,9,3144.678,2,5,4,11,Loyal Customers,1
MS-17830,Melanie Seite,453,4,370.348,1,2,1,4,At Risk,1
MS-17980,Michael Stewart,27,6,855.116,5,3,1,9,Potential Loyalists,0
MT-17815,Meg Tillman,50,6,2890.139,4,3,4,11,Loyal Customers,0
MT-18070,Michelle Tran,204,4,1319.4498,2,2,2,6,At Risk,1
MV-17485,Mark Van Huff,28,9,1560.05,4,5,2,11,Loyal Customers,0
MV-18190,Mike Vittorini,20,7,1734.574,5,4,2,11,Loyal Customers,0
MW-18220,Mitch Webber,18,7,5341.900000000001,5,4,5,14,Champions,0
MW-18235,Mitch Willingham,45,2,5253.876,4,1,5,10,Loyal Customers,0
MY-17380,Maribeth Yedwab,30,7,2254.285,4,4,3,11,Loyal Customers,0
MY-18295,Muhammed Yedwab,72,11,4152.696,3,5,4,12,Loyal Customers,0
MZ-17335,Maria Zettner,31,4,593.606,4,2,1,7,Potential Loyalists,0
MZ-17515,Mary Zewe,283,6,2564.906,1,3,3,7,Potential Loyalists,1
NB-18580,Nicole Brennan,1166,2,273.87199999999996,1,1,1,3,Lost Customers,1
NB-18655,Nona Balk,20,9,1972.599,5,5,3,13,Champions,0
NC-18340,Nat Carroll,225,5,2461.404,2,2,3,7,Potential Loyalists,1
NC-18415,Nathan Cano,42,6,2218.9900000000002,4,3,3,10,Loyal Customers,0
NC-18535,Nick Crebassa,7,7,8241.739,5,4,5,14,Champions,0
NC-18625,Noah Childs,205,5,1821.742,2,2,3,7,Potential Loyalists,1
ND-18370,Natalie DeCherney,28,9,4326.139,4,5,5,14,Champions,0
ND-18460,Neil Ducich,184,6,2893.455,2,3,4,9,Potential Loyalists,1
NF-18385,Natalie Fritzler,80,7,8322.826,3,4,5,12,Loyal Customers,0
NF-18475,Neil Französisch,526,4,377.16200000000003,1,2,1,4,At Risk,1
NF-18595,Nicole Fjeld,115,7,2031.472,2,4,3,9,Potential Loyalists,1
NG-18355,Nat Gilpin,49,5,1869.58,4,2,3,9,Potential Loyalists,0
NG-18430,Nathan Gelder,49,5,1395.9379999999999,4,2,2,8,Potential Loyalists,0
NH-18610,Nicole Hansen,190,7,2673.29,2,4,3,9,Potential Loyalists,1
NK-18490,Neil Knudson,71,7,572.048,3,4,1,8,Potential Loyalists,0
NL-18310,Nancy Lomonaco,59,4,1418.0900000000001,3,2,2,7,Potential Loyalists,0
NM-18445,Nathan Mautz,161,7,6459.344,2,4,5,11,Loyal Customers,1
NM-18520,Neoma Murray,245,10,2161.979,1,5,3,9,Potential Loyalists,1
NP-18325,Naresj Patel,26,6,5529.62,5,3,5,13,Champions,0
NP-18670,Nora Paige,59,5,3908.402,3,2,4,9,Potential Loyalists,0
NP-18685,Nora Pelletier,407,6,1228.698,1,3,2,6,At Risk,1
NP-18700,Nora Preis,139,7,7903.1825,2,4,5,11,Loyal Customers,1
NR-18550,Nick Radford,211,5,2367.277,2,2,3,7,Potential Loyalists,1
NS-18505,Neola Schneider,7,4,2575.863,5,2,3,10,Loyal Customers,0
NS-18640,Noel Staavos,175,13,2964.823,2,5,4,11,Loyal Customers,1
NW-18400,Natalie Webber,173,7,7234.014,2,4,5,11,Loyal Customers,1
NZ-18565,Nick Zandusky,86,9,2488.31,3,5,3,11,Loyal Customers,0
ON-18715,Odella Nelson,411,9,1567.52,1,5,2,8,Potential Loyalists,1
OT-18730,Olvera Toch,66,5,3818.624,3,2,4,9,Potential Loyalists,0
PA-19060,Pete Armstrong,104,6,729.408,3,3,1,7,Potential Loyalists,1
PB-18805,Patrick Bzostek,26,3,740.356,5,1,1,7,Potential Loyalists,0
PB-19105,Peter Bühler,58,4,688.324,3,2,1,6,At Risk,0
PB-19150,Philip Brown,98,8,1456.95,3,4,2,9,Potential Loyalists,1
PB-19210,Phillip Breyer,689,2,132.738,1,1,1,3,Lost Customers,1
PC-18745,Pamela Coakley,3,4,1832.064,5,2,3,10,Loyal Customers,0
PC-19000,Pauline Chand,883,2,1061.488,1,1,2,4,At Risk,1
PF-19120,Peter Fuller,836,4,9062.864,1,2,5,8,Potential Loyalists,1
PF-19165,Philip Fox,197,6,2770.0,2,3,4,9,Potential Loyalists,1
PF-19225,Phillip Flathmann,115,5,2206.1279999999997,2,2,3,7,Potential Loyalists,1
PG-18820,Patrick Gardner,37,13,3086.907,4,5,4,13,Champions,0
PG-18895,Paul Gonzalez,58,9,1987.164,3,5,3,11,Loyal Customers,0
PH-18790,Patricia Hirasaki,71,1,729.648,3,1,1,5,At Risk,0
PJ-18835,Patrick Jones,40,8,1220.09,4,4,2,10,Loyal Customers,0
PJ-19015,Pauline Johnson,135,7,1824.2340000000002,2,4,3,9,Potential Loyalists,1
PK-18910,Paul Knutson,484,2,1441.152,1,1,2,4,At Risk,1
PK-19075,Pete Kriz,10,12,8646.934,5,5,5,15,Champions,0
PL-18925,Paul Lucas,16,5,239.481,5,2,1,8,Potential Loyalists,0
PM-18940,Paul MacIntyre,387,3,1405.402,1,1,2,4,At Risk,1
PM-19135,Peter McVee,52,4,4115.662,4,2,4,10,Loyal Customers,0
PN-18775,Parhena Norris,31,8,1467.152,4,4,2,10,Loyal Customers,0
PO-18850,Patrick O'Brill,5,11,7473.8282,5,5,5,15,Champions,0
PO-18865,Patrick O'Donnell,1,7,2493.214,5,4,3,12,Loyal Customers,0
PO-19180,Philisse Overcash,161,9,4893.043,2,5,5,12,Loyal Customers,1
PO-19195,Phillina Ober,87,5,1056.858,3,2,2,7,Potential Loyalists,0
PP-18955,Paul Prost,98,10,7252.608,3,5,5,13,Champions,1
PR-18880,Patrick Ryan,37,5,1840.178,4,2,3,9,Potential Loyalists,0
PS-18760,Pamela Stobb,108,6,2181.479,2,3,3,8,Potential Loyalists,1
PS-18970,Paul Stevenson,70,8,1278.639,3,4,2,9,Potential Loyalists,0
PS-19045,Penelope Sewall,237,7,6843.634,1,4,5,10,Loyal Customers,1
PT-19090,Pete Takahito,72,4,160.572,3,2,1,6,At Risk,0
PV-18985,Paul Van Hugh,90,5,2876.046,3,2,4,9,Potential Loyalists,0
PW-19030,Pauline Webber,47,10,3454.916,4,5,4,13,Champions,0
PW-19240,Pierre Wener,465,7,3922.4150000000004,1,4,4,9,Potential Loyalists,1
QJ-19255,Quincy Jones,26,9,6108.338,5,5,5,15,Champions,0
RA-19285,Ralph Arnett,6,9,2617.906,5,5,3,13,Champions,0
RA-19885,Ruben Ausman,44,7,3832.314,4,4,4,12,Loyal Customers,0
RA-19915,Russell Applegate,13,9,4793.543,5,5,5,15,Champions,0
RA-19945,Ryan Akin,62,5,1686.9225,3,2,2,7,Potential Loyalists,0
RB-19330,Randy Bradley,69,2,1008.1959999999999,3,1,2,6,At Risk,0
RB-19360,Raymond Buch,97,6,15117.339,3,3,5,11,Loyal Customers,1
RB-19435,Richard Bierner,20,8,2663.0860000000002,5,4,3,12,Loyal Customers,0
RB-19465,Rick Bensley,10,12,4715.466,5,5,5,15,Champions,0
RB-19570,Rob Beeghly,26,5,528.546,5,2,1,8,Potential Loyalists,0
RB-19645,Robert Barroso,649,5,221.084,1,2,1,4,At Risk,1
RB-19705,Roger Barcio,55,4,2067.45,3,2,3,8,Potential Loyalists,0
RB-19795,Ross Baird,33,8,5633.316000000001,4,4,5,13,Champions,0
RC-19825,Roy Collins,370,6,966.409,1,3,2,6,At Risk,1
RC-19960,Ryan Crowe,111,6,885.752,2,3,1,6,At Risk,1
RD-19480,Rick Duston,73,8,4272.93,3,4,4,11,Loyal Customers,0
RD-19585,Rob Dowd,181,10,2912.8940000000002,2,5,4,11,Loyal Customers,1
RD-19660,Robert Dilbeck,115,5,2786.632,2,2,4,8,Potential Loyalists,1
RD-19720,Roger Demir,22,10,1419.737,5,5,2,12,Loyal Customers,0
RD-19810,Ross DeVincentis,15,8,1137.616,5,4,2,11,Loyal Customers,0
RD-19900,Ruben Dartt,115,9,3133.924,2,5,4,11,Loyal Customers,1
RD-19930,Russell D'Ascenzo,43,4,970.9420000000001,4,2,2,8,Potential Loyalists,0
RE-19405,Ricardo Emerson,1098,1,48.36,1,1,1,3,Lost Customers,1
RE-19450,Richard Eichhorn,303,5,876.696,1,2,1,4,At Risk,1
RF-19345,Randy Ferguson,391,8,3309.15,1,4,4,9,Potential Loyalists,1
RF-19735,Roland Fjeld,90,7,2341.2960000000003,3,4,3,10,Loyal Customers,0
RF-19840,Roy Französisch,7,8,945.222,5,4,1,10,Loyal Customers,0
RH-19495,Rick Hansen,33,5,3621.3759999999997,4,2,4,10,Loyal Customers,0
RH-19510,Rick Huthwaite,468,6,6979.18,1,3,5,9,Potential Loyalists,1
RH-19555,Ritsa Hightower,520,2,740.382,1,1,1,3,Lost Customers,1
RH-19600,Rob Haberlin,535,3,2085.7400000000002,1,1,3,5,At Risk,1
RK-19300,Ralph Kennedy,120,3,1460.192,2,1,2,5,At Risk,1
RL-19615,Rob Lucas,122,8,6234.91,2,4,5,11,Loyal Customers,1
RM-19375,Raymond Messe,346,6,1453.474,1,3,2,6,At Risk,1
RM-19675,Robert Marley,7,5,5979.0960000000005,5,2,5,12,Loyal Customers,0
RM-19750,Roland Murray,300,1,98.35,1,1,1,3,Lost Customers,1
RO-19780,Rose O'Brian,36,7,3815.478,4,4,4,12,Loyal Customers,0
RP-19270,Rachel Payne,497,4,954.6452,1,2,1,4,At Risk,1
RP-19390,Resi Pölking,34,12,5153.084,4,5,5,14,Champions,0
RP-19855,Roy Phan,29,8,2170.716,4,4,3,11,Loyal Customers,0
RR-19315,Ralph Ritter,20,2,615.932,5,1,1,7,Potential Loyalists,0
RR-19525,Rick Reed,171,6,3302.2619999999997,2,3,4,9,Potential Loyalists,1
RS-19420,Ricardo Sperren,77,5,3221.29,3,2,4,9,Potential Loyalists,0
RS-19765,Roland Schwarz,37,8,4159.7699999999995,4,4,4,12,Loyal Customers,0
RS-19870,Roy Skaria,20,2,22.328,5,1,1,7,Potential Loyalists,0
RW-19540,Rick Wilson,121,7,7397.401,2,4,5,11,Loyal Customers,1
RW-19630,Rob Williams,90,9,3279.746,3,5,4,12,Loyal Customers,0
RW-19690,Robert Waldorf,80,5,3495.646,3,2,4,9,Potential Loyalists,0
SA-20830,Sue Ann Reed,64,10,4767.3415,3,5,5,13,Champions,0
SB-20170,Sarah Bern,202,3,1348.02,2,1,2,5,At Risk,1
SB-20185,Sarah Brown,189,6,6410.996,2,3,5,10,Loyal Customers,1
SB-20290,Sean Braxton,48,7,8057.891,4,4,5,13,Champions,0
SC-20020,Sam Craven,782,5,3362.9636,1,2,4,7,Potential Loyalists,1
SC-20050,Sample Company A,41,9,4624.572,4,5,5,14,Champions,0
SC-20095,Sanjit Chand,350,9,14142.333999999999,1,5,5,11,Loyal Customers,1
SC-20230,Scot Coram,150,4,4371.9580000000005,2,2,5,9,Potential Loyalists,1
SC-20260,Scott Cohen,188,8,3729.7929999999997,2,4,4,10,Loyal Customers,1
SC-20305,Sean Christensen,30,7,3979.065,4,4,4,12,Loyal Customers,0
SC-20380,Shahid Collister,31,9,5992.536,4,5,5,14,Champions,0
SC-20440,Shaun Chance,37,7,1874.998,4,4,3,11,Loyal Customers,0
SC-20575,Sonia Cooley,93,5,902.7280000000001,3,2,1,6,At Risk,1
SC-20680,Steve Carroll,127,6,1254.64,2,3,2,7,Potential Loyalists,1
SC-20695,Steve Chapman,90,10,2576.408,3,5,3,11,Loyal Customers,0
